Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,N_kg/ha,pesticide_load,continent
Pakistan,1990,14014,494.0,5299.0,24.81,48.72,medium,Asia
Pakistan,1990,14014,494.0,5299.0,26.23,48.72,medium,Asia
Pakistan,1990,14014,494.0,5299.0,19.36,48.72,medium,Asia
Pakistan,1990,14014,494.0,5299.0,23.14,48.72,medium,Asia
Pakistan,1991,14235,494.0,5962.0,24.38,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,22.48,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,26.98,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,22.48,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,26.34,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,24.38,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,25.87,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,18.48,48.33,medium,Asia
Pakistan,1991,14235,494.0,5962.0,22.48,48.33,medium,Asia
Pakistan,1992,13966,494.0,5518.0,24.31,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,22.36,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,26.91,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,22.36,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,26.36,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,24.31,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,25.71,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,18.34,53.86,medium,Asia
Pakistan,1992,13966,494.0,5518.0,22.36,53.86,medium,Asia
Pakistan,1993,13983,494.0,4945.0,25.04,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,23.08,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,27.72,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,23.08,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,27.25,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,25.04,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,26.51,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,18.91,53.96,low,Asia
Pakistan,1993,13983,494.0,4945.0,23.08,53.96,low,Asia
Pakistan,1994,15004,494.0,6183.0,24.78,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,22.93,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,26.87,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,22.93,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,26.36,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,24.78,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,26.13,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,18.78,56.45,medium,Asia
Pakistan,1994,15004,494.0,6183.0,22.93,56.45,medium,Asia
Pakistan,1995,16908,494.0,7681.0,24.58,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,22.61,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,27.11,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,22.61,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,26.63,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,24.58,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,26.09,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,18.68,64.17,medium,Asia
Pakistan,1995,16908,494.0,7681.0,22.61,64.17,medium,Asia
Pakistan,1996,15884,494.0,11955.0,24.43,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,22.61,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,27.17,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,22.61,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,26.5,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,24.43,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,25.92,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,18.72,63.68,medium,Asia
Pakistan,1996,15884,494.0,11955.0,22.61,63.68,medium,Asia
Pakistan,1997,16352,494.0,16936.0,23.76,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,22.14,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,26.82,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,22.14,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,26.29,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,23.76,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,25.16,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,18.62,65.92,medium,Asia
Pakistan,1997,16352,494.0,16936.0,22.14,65.92,medium,Asia
Pakistan,1998,17853,494.0,18406.0,24.91,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,23.11,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,27.89,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,23.11,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,27.36,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,24.91,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,26.41,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,19.15,65.86,medium,Asia
Pakistan,1998,17853,494.0,18406.0,23.11,65.86,medium,Asia
Pakistan,1999,17169,494.0,20450.0,25.5,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,23.8,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,27.54,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,23.8,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,27.14,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,25.5,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,26.8,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,19.84,69.85,medium,Asia
Pakistan,1999,17169,494.0,20450.0,23.8,69.85,medium,Asia
Pakistan,2000,17086,494.0,27885.0,25.32,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,23.6,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,27.73,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,23.6,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,27.12,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,25.32,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,26.71,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,19.68,71.44,medium,Asia
Pakistan,2000,17086,494.0,27885.0,23.6,71.44,medium,Asia
Pakistan,2001,17631,494.0,11871.0,25.18,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,23.62,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,27.7,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,23.62,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,27.28,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,25.18,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,26.5,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,19.79,71.68,medium,Asia
Pakistan,2001,17631,494.0,11871.0,23.62,71.68,medium,Asia
Pakistan,2002,18448,494.0,10881.83,25.61,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,23.83,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,27.88,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,23.83,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,27.2,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,25.61,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,27.0,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,19.7,74.8,medium,Asia
Pakistan,2002,18448,494.0,10881.83,23.83,74.8,medium,Asia
Pakistan,2004,28488,494.0,8903.48,25.55,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,23.78,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,27.94,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,23.78,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,27.5,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,25.55,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,26.96,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,19.93,82.79,medium,Asia
Pakistan,2004,28488,494.0,8903.48,23.78,82.79,medium,Asia
Pakistan,2005,29843,494.0,7914.31,24.66,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,22.8,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,27.21,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,22.8,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,26.8,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,24.66,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,26.04,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,18.75,91.03,medium,Asia
Pakistan,2005,29843,494.0,7914.31,22.8,91.03,medium,Asia
Pakistan,2006,30368,494.0,6925.13,25.17,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,23.28,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,27.29,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,23.28,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,26.73,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,25.17,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,26.46,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,19.53,92.15,medium,Asia
Pakistan,2006,30368,494.0,6925.13,23.28,92.15,medium,Asia
Pakistan,2007,34265,494.0,5935.96,25.16,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,23.33,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,27.69,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,23.33,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,27.21,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,25.16,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,26.53,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,19.5,87.51,medium,Asia
Pakistan,2007,34265,494.0,5935.96,23.33,87.51,medium,Asia
Pakistan,2008,34154,494.0,4946.79,24.89,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,23.21,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,27.23,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,23.21,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,26.74,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,24.89,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,26.33,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,19.34,96.59,low,Asia
Pakistan,2008,34154,494.0,4946.79,23.21,96.59,low,Asia
Pakistan,2009,34879,494.0,3957.61,25.37,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,23.62,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,27.88,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,23.62,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,27.41,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,25.37,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,26.68,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,19.3,114.01,low,Asia
Pakistan,2009,34879,494.0,3957.61,23.62,114.01,low,Asia
Pakistan,2010,38052,494.0,2968.44,25.48,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,23.75,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,28.0,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,23.75,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,27.45,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,25.48,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,26.79,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,19.52,108.15,low,Asia
Pakistan,2010,38052,494.0,2968.44,23.75,108.15,low,Asia
Pakistan,2011,39897,494.0,1979.27,24.98,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,23.36,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,27.41,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,23.36,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,27.02,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,24.98,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,26.32,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,19.53,103.03,low,Asia
Pakistan,2011,39897,494.0,1979.27,23.36,103.03,low,Asia
Pakistan,2012,39830,494.0,990.09,24.87,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,23.1,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,27.23,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,23.1,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,26.75,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,24.87,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,26.11,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,18.74,91.77,low,Asia
Pakistan,2012,39830,494.0,990.09,23.1,91.77,low,Asia
Pakistan,2013,42313,494.0,0.92,25.95,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,24.27,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,27.9,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,24.27,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,27.21,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,25.95,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,27.38,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,19.98,103.57,low,Asia
Pakistan,2013,42313,494.0,0.92,24.27,103.57,low,Asia
Papua New Guinea,1990,25000,3142.0,121.0,25.27,6.81,low,Oceania
Papua New Guinea,1991,25000,3142.0,121.0,25.04,8.2,low,Oceania
Papua New Guinea,1992,28872,3142.0,121.0,25.3,10.04,low,Oceania
Papua New Guinea,1993,30769,3142.0,172.0,25.02,9.74,low,Oceania
Papua New Guinea,1994,33615,3142.0,176.0,25.07,9.72,low,Oceania
Papua New Guinea,1995,35714,3142.0,105.0,25.44,9.59,low,Oceania
Papua New Guinea,1996,45199,3142.0,105.0,25.41,9.46,low,Oceania
Papua New Guinea,1997,60000,3142.0,105.0,24.86,9.55,low,Oceania
Papua New Guinea,1998,55543,3142.0,105.0,26.05,3.6,low,Oceania
Papua New Guinea,1999,54167,3142.0,105.0,25.38,3.0,low,Oceania
Papua New Guinea,2000,55385,3142.0,105.0,25.4,5.18,low,Oceania
Papua New Guinea,2001,59286,3142.0,105.0,25.43,5.26,low,Oceania
Papua New Guinea,2002,52970,3142.0,105.0,25.48,5.4,low,Oceania
Papua New Guinea,2004,46154,3142.0,105.0,25.23,15.81,low,Oceania
Papua New Guinea,2005,46667,3142.0,105.0,25.51,14.67,low,Oceania
Papua New Guinea,2006,45000,3142.0,105.0,25.04,11.78,low,Oceania
Papua New Guinea,2007,47059,3142.0,105.0,25.2,11.94,low,Oceania
Papua New Guinea,2008,45455,3142.0,105.0,25.17,12.98,low,Oceania
Papua New Guinea,2009,47718,3142.0,105.0,25.08,17.65,low,Oceania
Papua New Guinea,2010,50000,3142.0,105.0,25.74,14.83,low,Oceania
Papua New Guinea,2011,57778,3142.0,105.0,25.17,10.55,low,Oceania
Papua New Guinea,2012,47619,3142.0,105.0,25.14,14.72,low,Oceania
Papua New Guinea,2013,54545,3142.0,105.0,25.44,15.08,low,Oceania
Peru,1990,19532,1738.0,3134.0,16.84,17.71,low,America
Peru,1991,19213,1738.0,3134.0,17.15,12.15,low,America
Peru,1992,18858,1738.0,3134.0,17.96,13.25,low,America
Peru,1993,21634,1738.0,3134.0,17.56,19.79,low,America
Peru,1994,20891,1738.0,3134.0,17.31,21.9,low,America
Peru,1995,19593,1738.0,3134.0,17.26,25.55,low,America
Peru,1996,25267,1738.0,3755.0,16.45,26.26,low,America
Peru,1997,20008,1738.0,4307.0,18.62,29.46,low,America
Peru,1998,21121,1738.0,4374.0,18.13,33.42,low,America
Peru,1999,23053,1738.0,4029.0,16.65,32.93,low,America
Peru,2000,24119,1738.0,5175.0,17.02,37.16,medium,America
Peru,2001,25887,1738.0,8414.17,16.95,38.78,medium,America
Peru,2002,26708,1738.0,8322.88,17.44,40.97,medium,America
Peru,2004,26734,1738.0,8941.22,17.29,40.8,medium,America
Peru,2005,26289,1738.0,10227.74,17.02,34.84,medium,America
Peru,2006,27129,1738.0,12074.5,17.61,39.15,medium,America
Peru,2007,28371,1738.0,9011.14,16.68,47.46,medium,America
Peru,2008,29673,1738.0,12598.66,17.34,38.98,medium,America
Peru,2009,30290,1738.0,11531.33,17.4,50.15,medium,America
Peru,2010,30999,1738.0,15590.54,16.97,42.69,medium,America
Peru,2011,31866,1738.0,15436.91,17.03,47.9,medium,America
Peru,2012,33084,1738.0,18885.82,17.68,50.67,medium,America
Peru,2013,32686,1738.0,17942.97,17.0,47.3,medium,America
Poland,1990,49126,600.0,5422.0,9.2,36.44,medium,Europe
Poland,1991,48468,600.0,5422.0,7.9,30.95,medium,Europe
Poland,1992,36699,600.0,7363.0,8.65,37.19,medium,Europe
Poland,1993,53160,600.0,8825.0,7.67,41.33,medium,Europe
Poland,1994,37503,600.0,9330.0,8.78,45.65,medium,Europe
Poland,1995,49586,600.0,7136.0,8.16,46.76,medium,Europe
Poland,1996,50514,600.0,9824.0,6.71,50.74,medium,Europe
Poland,1997,54011,600.0,9501.0,7.81,56.4,medium,Europe
Poland,1998,58272,600.0,8699.0,8.17,47.96,medium,Europe
Poland,1999,57506,600.0,8466.0,8.96,47.85,medium,Europe
Poland,2000,60637,600.0,8848.0,9.56,49.99,medium,Europe
Poland,2001,60683,600.0,8855.0,8.26,49.51,medium,Europe
Poland,2002,61563,600.0,10358.0,9.14,49.89,medium,Europe
Poland,2004,56935,600.0,8726.0,8.33,55.26,medium,Europe
Poland,2005,57329,600.0,16039.0,8.43,63.68,medium,Europe
Poland,2006,41609,600.0,17101.0,8.64,66.32,medium,Europe
Poland,2007,65743,600.0,18721.0,9.32,74.92,medium,Europe
Poland,2008,58149,600.0,20611.02,9.51,70.57,medium,Europe
Poland,2009,62262,600.0,18493.03,8.5,65.84,medium,Europe
Poland,2010,59824,600.0,19449.02,7.67,77.8,medium,Europe
Poland,2011,71770,600.0,21779.27,8.84,76.23,medium,Europe
Poland,2012,73481,600.0,21885.99,8.48,83.31,medium,Europe
Poland,2013,65761,600.0,22204.46,9.32,78.43,medium,Europe
Portugal,1990,30334,854.0,9357.0,16.55,48.06,medium,Europe
Portugal,1991,30411,854.0,9357.0,16.09,45.75,medium,Europe
Portugal,1992,34547,854.0,6117.0,15.95,41.78,medium,Europe
Portugal,1993,37231,854.0,8985.0,15.33,43.04,medium,Europe
Portugal,1994,40939,854.0,9580.0,16.12,43.36,medium,Europe
Portugal,1995,43624,854.0,11815.0,17.23,43.1,medium,Europe
Portugal,1996,46766,854.0,12457.0,16.12,48.35,medium,Europe
Portugal,1997,49592,854.0,12750.0,17.1,46.72,medium,Europe
Portugal,1998,53704,854.0,14389.0,16.4,52.23,medium,Europe
Portugal,1999,57089,854.0,15411.0,16.09,49.46,medium,Europe
Portugal,2000,57808,854.0,15470.0,16.23,44.5,medium,Europe
Portugal,2001,58929,854.0,15503.0,16.2,42.73,medium,Europe
Portugal,2002,57285,854.0,17452.0,16.19,41.93,medium,Europe
Portugal,2004,57869,854.0,16942.0,16.31,39.33,medium,Europe
Portugal,2005,46805,854.0,16353.0,16.43,40.88,medium,Europe
Portugal,2006,52885,854.0,15702.0,16.84,44.07,medium,Europe
Portugal,2007,58412,854.0,16682.39,16.11,60.13,medium,Europe
Portugal,2008,63278,854.0,17080.26,16.12,54.1,medium,Europe
Portugal,2009,66936,854.0,13984.91,16.84,50.91,medium,Europe
Portugal,2010,69295,854.0,13774.18,16.5,53.85,medium,Europe
Portugal,2011,81040,854.0,14024.98,16.91,51.43,medium,Europe
Portugal,2012,83042,854.0,12444.24,16.24,57.58,medium,Europe
Portugal,2013,83149,854.0,10126.8,16.77,58.71,medium,Europe
Qatar,1990,135000,74.0,3.0,27.38,125.45,low,Asia
Qatar,1991,121818,74.0,3.0,26.77,136.36,low,Asia
Qatar,1992,124583,74.0,3.0,26.22,107.14,low,Asia
Qatar,1993,126667,74.0,3.0,27.1,133.33,low,Asia
Qatar,1994,124074,74.0,3.0,27.59,400.0,low,Asia
Qatar,1995,125806,74.0,4.0,27.16,400.0,low,Asia
Qatar,1996,125692,74.0,6.0,27.66,73.25,low,Asia
Qatar,1997,125694,74.0,21.5,27.23,72.81,low,Asia
Qatar,1998,124348,74.0,37.0,28.48,62.5,low,Asia
Qatar,1999,124639,74.0,52.5,28.62,50.0,low,Asia
Qatar,2000,125175,74.0,68.0,28.06,31.25,low,Asia
Qatar,2001,125299,74.0,68.0,28.36,55.21,low,Asia
Qatar,2002,124627,74.0,68.0,28.25,63.69,low,Asia
Qatar,2004,126304,74.0,68.0,28.2,65.79,low,Asia
Qatar,2005,124776,74.0,68.0,28.09,68.49,low,Asia
Qatar,2006,118571,74.0,68.0,28.12,65.36,low,Asia
Qatar,2007,181429,74.0,68.0,28.23,62.5,low,Asia
Qatar,2008,181429,74.0,68.0,27.92,59.88,low,Asia
Qatar,2009,192857,74.0,68.0,28.17,57.47,low,Asia
Qatar,2010,207556,74.0,68.0,28.93,55.25,low,Asia
Qatar,2011,125556,74.0,68.0,28.23,53.19,low,Asia
Qatar,2012,124894,74.0,68.0,28.54,51.28,low,Asia
Qatar,2013,124845,74.0,68.0,28.68,79.21,low,Asia
Romania,1990,27606,637.0,25255.0,12.26,76.23,medium,Europe
Romania,1991,40766,637.0,19898.0,10.55,27.45,medium,Europe
Romania,1992,20469,637.0,15134.0,11.55,36.35,medium,Europe
Romania,1993,26054,637.0,24252.0,10.78,41.34,medium,Europe
Romania,1994,31317,637.0,21811.0,12.7,22.93,medium,Europe
Romania,1995,31915,637.0,20113.0,11.21,23.52,medium,Europe
Romania,1996,29319,637.0,17425.0,10.71,26.92,medium,Europe
Romania,1997,42171,637.0,15349.0,10.46,22.23,medium,Europe
Romania,1998,27892,637.0,13979.0,11.37,27.23,medium,Europe
Romania,1999,36403,637.0,11280.0,12.34,18.49,medium,Europe
Romania,2000,17128,637.0,9427.4,12.44,24.15,medium,Europe
Romania,2001,31232,637.0,7871.1,11.9,27.22,medium,Europe
Romania,2002,30421,637.0,7875.7,12.24,24.25,medium,Europe
Romania,2004,45497,637.0,6778.2,11.63,28.91,medium,Europe
Romania,2005,39816,637.0,7565.7,11.25,31.51,medium,Europe
Romania,2006,35754,637.0,6733.2,11.63,26.81,medium,Europe
Romania,2007,17030,637.0,6314.0,12.99,29.06,medium,Europe
Romania,2008,32271,637.0,7193.7,12.5,30.48,medium,Europe
Romania,2009,34169,637.0,6548.7,12.47,32.01,medium,Europe
Romania,2010,43176,637.0,7249.2,11.94,31.82,medium,Europe
Romania,2011,45292,637.0,6582.9,11.26,33.2,medium,Europe
Romania,2012,21870,637.0,6418.7,12.33,31.37,medium,Europe
Romania,2013,44941,637.0,6947.9,13.94,37.49,medium,Europe
Rwanda,1990,10252,1212.0,157.0,19.39,1.03,low,Africa
Rwanda,1991,11556,1212.0,107.0,19.22,0.56,low,Africa
Rwanda,1992,12250,1212.0,97.0,19.54,0.38,low,Africa
Rwanda,1993,17400,1212.0,127.4,19.53,0.35,low,Africa
Rwanda,1996,11099,1212.0,218.6,19.31,0.09,low,Africa
Rwanda,1997,10908,1212.0,249.0,19.78,0.09,low,Africa
Rwanda,1998,8231,1212.0,157.0,19.79,0.09,low,Africa
Rwanda,1999,7556,1212.0,152.0,19.35,0.09,low,Africa
Rwanda,2000,7018,1212.0,147.0,19.59,0.08,low,Africa
Rwanda,2001,7671,1212.0,72.0,19.5,0.07,low,Africa
Rwanda,2002,8763,1212.0,106.34,19.77,0.62,low,Africa
Rwanda,2004,7670,1212.0,159.54,19.93,0.5,low,Africa
Rwanda,2005,8889,1212.0,222.92,20.29,0.85,low,Africa
Rwanda,2006,8531,1212.0,288.72,20.02,0.41,low,Africa
Rwanda,2007,7201,1212.0,398.11,19.6,1.79,low,Africa
Rwanda,2008,11515,1212.0,321.75,19.56,1.94,low,Africa
Rwanda,2009,19503,1212.0,1187.6,19.84,0.36,low,Africa
Rwanda,2010,23416,1212.0,953.85,20.12,0.06,low,Africa
Rwanda,2011,23529,1212.0,181.6,19.59,0.05,low,Africa
Rwanda,2012,22587,1212.0,925.52,19.79,1.49,low,Africa
Rwanda,2013,22845,1212.0,1841.5,19.93,4.28,low,Africa
Saudi Arabia,1990,17992,59.0,994.0,25.86,78.43,low,Asia
Saudi Arabia,1990,17992,59.0,994.0,25.7,78.43,low,Asia
Saudi Arabia,1991,21166,59.0,994.0,25.94,77.34,low,Asia
Saudi Arabia,1991,21166,59.0,994.0,25.43,77.34,low,Asia
Saudi Arabia,1992,20733,59.0,994.0,24.74,77.95,low,Asia
Saudi Arabia,1992,20733,59.0,994.0,24.37,77.95,low,Asia
Saudi Arabia,1993,21725,59.0,994.0,25.9,66.05,low,Asia
Saudi Arabia,1993,21725,59.0,994.0,25.42,66.05,low,Asia
Saudi Arabia,1994,19523,59.0,994.0,26.26,51.84,low,Asia
Saudi Arabia,1994,19523,59.0,994.0,26.08,51.84,low,Asia
Saudi Arabia,1995,19522,59.0,994.0,26.33,40.44,low,Asia
Saudi Arabia,1995,19522,59.0,994.0,25.64,40.44,low,Asia
Saudi Arabia,1996,19583,59.0,994.0,26.37,45.2,low,Asia
Saudi Arabia,1996,19583,59.0,994.0,26.28,45.2,low,Asia
Saudi Arabia,1997,17531,59.0,2513.0,25.88,47.87,low,Asia
Saudi Arabia,1997,17531,59.0,2513.0,25.49,47.87,low,Asia
Saudi Arabia,1998,20519,59.0,2683.37,26.48,53.0,low,Asia
Saudi Arabia,1998,20519,59.0,2683.37,26.73,53.0,low,Asia
Saudi Arabia,1999,18723,59.0,2853.74,26.75,55.16,low,Asia
Saudi Arabia,1999,18723,59.0,2853.74,26.92,55.16,low,Asia
Saudi Arabia,2000,62820,59.0,3024.11,26.62,60.0,low,Asia
Saudi Arabia,2000,62820,59.0,3024.11,26.55,60.0,low,Asia
Saudi Arabia,2001,40612,59.0,3194.48,26.6,58.88,low,Asia
Saudi Arabia,2001,40612,59.0,3194.48,26.67,58.88,low,Asia
Saudi Arabia,2002,36432,59.0,3364.86,26.63,59.32,low,Asia
Saudi Arabia,2002,36432,59.0,3364.86,26.44,59.32,low,Asia
Saudi Arabia,2004,38514,59.0,3705.6,26.53,62.98,low,Asia
Saudi Arabia,2004,38514,59.0,3705.6,26.2,62.98,low,Asia
Saudi Arabia,2005,37301,59.0,3875.97,26.47,51.36,low,Asia
Saudi Arabia,2005,37301,59.0,3875.97,26.27,51.36,low,Asia
Saudi Arabia,2006,58203,59.0,4046.34,26.42,54.57,low,Asia
Saudi Arabia,2006,58203,59.0,4046.34,26.24,54.57,low,Asia
