Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
India,1998,17969,1083.0,49157.0,25.46
India,1998,17969,1083.0,49157.0,24.34
India,1998,17969,1083.0,49157.0,26.4
India,1998,17969,1083.0,49157.0,25.77
India,1998,17969,1083.0,49157.0,25.87
India,1998,17969,1083.0,49157.0,25.55
India,1998,17969,1083.0,49157.0,27.09
India,1998,17969,1083.0,49157.0,24.84
India,1998,17969,1083.0,49157.0,27.32
India,1998,17969,1083.0,49157.0,27.32
India,1998,17969,1083.0,49157.0,26.12
India,1999,17922,1083.0,46195.0,26.12
India,1999,17922,1083.0,46195.0,27.21
India,1999,17922,1083.0,46195.0,26.4
India,1999,17922,1083.0,46195.0,24.9
India,1999,17922,1083.0,46195.0,25.29
India,1999,17922,1083.0,46195.0,25.74
India,1999,17922,1083.0,46195.0,26.36
India,1999,17922,1083.0,46195.0,26.86
India,1999,17922,1083.0,46195.0,27.24
India,1999,17922,1083.0,46195.0,25.5
India,1999,17922,1083.0,46195.0,26.42
India,1999,17922,1083.0,46195.0,25.78
India,1999,17922,1083.0,46195.0,24.9
India,1999,17922,1083.0,46195.0,26.06
India,1999,17922,1083.0,46195.0,26.36
India,1999,17922,1083.0,46195.0,25.97
India,1999,17922,1083.0,46195.0,25.1
India,1999,17922,1083.0,46195.0,26.85
India,1999,17922,1083.0,46195.0,24.93
India,1999,17922,1083.0,46195.0,26.96
India,1999,17922,1083.0,46195.0,26.96
India,1999,17922,1083.0,46195.0,26.21
India,2000,18216,1083.0,44957.52,25.98
India,2000,18216,1083.0,44957.52,27.44
India,2000,18216,1083.0,44957.52,26.13
India,2000,18216,1083.0,44957.52,24.57
India,2000,18216,1083.0,44957.52,25.34
India,2000,18216,1083.0,44957.52,25.93
India,2000,18216,1083.0,44957.52,26.05
India,2000,18216,1083.0,44957.52,26.49
India,2000,18216,1083.0,44957.52,27.23
India,2000,18216,1083.0,44957.52,25.62
India,2000,18216,1083.0,44957.52,26.43
India,2000,18216,1083.0,44957.52,25.35
India,2000,18216,1083.0,44957.52,24.57
India,2000,18216,1083.0,44957.52,26.18
India,2000,18216,1083.0,44957.52,26.05
India,2000,18216,1083.0,44957.52,25.58
India,2000,18216,1083.0,44957.52,25.11
India,2000,18216,1083.0,44957.52,27.08
India,2000,18216,1083.0,44957.52,24.69
India,2000,18216,1083.0,44957.52,27.03
India,2000,18216,1083.0,44957.52,27.03
India,2000,18216,1083.0,44957.52,25.93
India,2001,19996,1083.0,43720.04,25.76
India,2001,19996,1083.0,43720.04,27.2
India,2001,19996,1083.0,43720.04,26.02
India,2001,19996,1083.0,43720.04,24.5
India,2001,19996,1083.0,43720.04,25.53
India,2001,19996,1083.0,43720.04,25.95
India,2001,19996,1083.0,43720.04,25.86
India,2001,19996,1083.0,43720.04,26.52
India,2001,19996,1083.0,43720.04,27.56
India,2001,19996,1083.0,43720.04,25.59
India,2001,19996,1083.0,43720.04,26.02
India,2001,19996,1083.0,43720.04,25.33
India,2001,19996,1083.0,43720.04,24.5
India,2001,19996,1083.0,43720.04,26.32
India,2001,19996,1083.0,43720.04,25.86
India,2001,19996,1083.0,43720.04,25.82
India,2001,19996,1083.0,43720.04,25.34
India,2001,19996,1083.0,43720.04,26.91
India,2001,19996,1083.0,43720.04,24.76
India,2001,19996,1083.0,43720.04,26.9
India,2001,19996,1083.0,43720.04,26.9
India,2001,19996,1083.0,43720.04,25.92
India,2002,16807,1083.0,42482.56,26.66
India,2002,16807,1083.0,42482.56,27.72
India,2002,16807,1083.0,42482.56,26.79
India,2002,16807,1083.0,42482.56,24.91
India,2002,16807,1083.0,42482.56,25.76
India,2002,16807,1083.0,42482.56,26.55
India,2002,16807,1083.0,42482.56,26.63
India,2002,16807,1083.0,42482.56,26.7
India,2002,16807,1083.0,42482.56,27.67
India,2002,16807,1083.0,42482.56,26.15
India,2002,16807,1083.0,42482.56,27.03
India,2002,16807,1083.0,42482.56,26.12
India,2002,16807,1083.0,42482.56,24.91
India,2002,16807,1083.0,42482.56,26.75
India,2002,16807,1083.0,42482.56,26.63
India,2002,16807,1083.0,42482.56,26.06
India,2002,16807,1083.0,42482.56,25.58
India,2002,16807,1083.0,42482.56,27.15
India,2002,16807,1083.0,42482.56,25.07
India,2002,16807,1083.0,42482.56,27.35
India,2002,16807,1083.0,42482.56,27.35
India,2002,16807,1083.0,42482.56,26.49
India,2004,19073,1083.0,35113.0,26.11
India,2004,19073,1083.0,35113.0,27.63
India,2004,19073,1083.0,35113.0,26.25
India,2004,19073,1083.0,35113.0,24.85
India,2004,19073,1083.0,35113.0,25.25
India,2004,19073,1083.0,35113.0,26.22
India,2004,19073,1083.0,35113.0,26.24
India,2004,19073,1083.0,35113.0,26.63
India,2004,19073,1083.0,35113.0,27.23
India,2004,19073,1083.0,35113.0,25.98
India,2004,19073,1083.0,35113.0,26.64
India,2004,19073,1083.0,35113.0,25.59
India,2004,19073,1083.0,35113.0,24.85
India,2004,19073,1083.0,35113.0,26.41
India,2004,19073,1083.0,35113.0,26.24
India,2004,19073,1083.0,35113.0,25.69
India,2004,19073,1083.0,35113.0,25.32
India,2004,19073,1083.0,35113.0,27.16
India,2004,19073,1083.0,35113.0,24.69
India,2004,19073,1083.0,35113.0,27.29
India,2004,19073,1083.0,35113.0,27.29
India,2004,19073,1083.0,35113.0,25.95
India,2005,19385,1083.0,35342.0,25.85
India,2005,19385,1083.0,35342.0,26.83
India,2005,19385,1083.0,35342.0,26.28
India,2005,19385,1083.0,35342.0,24.12
India,2005,19385,1083.0,35342.0,25.48
India,2005,19385,1083.0,35342.0,25.82
India,2005,19385,1083.0,35342.0,25.72
India,2005,19385,1083.0,35342.0,26.73
India,2005,19385,1083.0,35342.0,27.49
India,2005,19385,1083.0,35342.0,25.4
India,2005,19385,1083.0,35342.0,25.77
India,2005,19385,1083.0,35342.0,25.62
India,2005,19385,1083.0,35342.0,24.12
India,2005,19385,1083.0,35342.0,26.23
India,2005,19385,1083.0,35342.0,25.72
India,2005,19385,1083.0,35342.0,26.11
India,2005,19385,1083.0,35342.0,25.09
India,2005,19385,1083.0,35342.0,26.51
India,2005,19385,1083.0,35342.0,25.07
India,2005,19385,1083.0,35342.0,26.72
India,2005,19385,1083.0,35342.0,26.72
India,2005,19385,1083.0,35342.0,26.3
India,2006,19125,1083.0,37423.0,26.34
India,2006,19125,1083.0,37423.0,27.28
India,2006,19125,1083.0,37423.0,26.39
India,2006,19125,1083.0,37423.0,24.72
India,2006,19125,1083.0,37423.0,25.42
India,2006,19125,1083.0,37423.0,26.04
India,2006,19125,1083.0,37423.0,26.37
India,2006,19125,1083.0,37423.0,26.99
India,2006,19125,1083.0,37423.0,27.47
India,2006,19125,1083.0,37423.0,25.78
India,2006,19125,1083.0,37423.0,26.43
India,2006,19125,1083.0,37423.0,25.85
India,2006,19125,1083.0,37423.0,24.72
India,2006,19125,1083.0,37423.0,26.37
India,2006,19125,1083.0,37423.0,26.37
India,2006,19125,1083.0,37423.0,26.13
India,2006,19125,1083.0,37423.0,25.31
India,2006,19125,1083.0,37423.0,26.94
India,2006,19125,1083.0,37423.0,24.98
India,2006,19125,1083.0,37423.0,27.15
India,2006,19125,1083.0,37423.0,27.15
India,2006,19125,1083.0,37423.0,26.28
India,2007,23352,1083.0,27422.77,26.0
India,2007,23352,1083.0,27422.77,27.51
India,2007,23352,1083.0,27422.77,25.98
India,2007,23352,1083.0,27422.77,24.6
India,2007,23352,1083.0,27422.77,25.46
India,2007,23352,1083.0,27422.77,25.95
India,2007,23352,1083.0,27422.77,26.15
India,2007,23352,1083.0,27422.77,26.58
India,2007,23352,1083.0,27422.77,27.55
India,2007,23352,1083.0,27422.77,25.66
India,2007,23352,1083.0,27422.77,26.27
India,2007,23352,1083.0,27422.77,25.44
India,2007,23352,1083.0,27422.77,24.6
India,2007,23352,1083.0,27422.77,26.39
India,2007,23352,1083.0,27422.77,26.15
India,2007,23352,1083.0,27422.77,25.59
India,2007,23352,1083.0,27422.77,25.58
India,2007,23352,1083.0,27422.77,27.23
India,2007,23352,1083.0,27422.77,24.59
India,2007,23352,1083.0,27422.77,27.31
India,2007,23352,1083.0,27422.77,27.31
India,2007,23352,1083.0,27422.77,25.82
India,2008,24140,1083.0,14485.33,25.57
India,2008,24140,1083.0,14485.33,27.05
India,2008,24140,1083.0,14485.33,25.78
India,2008,24140,1083.0,14485.33,24.25
India,2008,24140,1083.0,14485.33,25.35
India,2008,24140,1083.0,14485.33,25.65
India,2008,24140,1083.0,14485.33,25.68
India,2008,24140,1083.0,14485.33,26.52
India,2008,24140,1083.0,14485.33,27.45
India,2008,24140,1083.0,14485.33,25.3
India,2008,24140,1083.0,14485.33,25.88
India,2008,24140,1083.0,14485.33,25.11
India,2008,24140,1083.0,14485.33,24.25
India,2008,24140,1083.0,14485.33,26.19
India,2008,24140,1083.0,14485.33,25.68
India,2008,24140,1083.0,14485.33,25.56
India,2008,24140,1083.0,14485.33,25.23
India,2008,24140,1083.0,14485.33,26.51
India,2008,24140,1083.0,14485.33,24.51
India,2008,24140,1083.0,14485.33,26.83
India,2008,24140,1083.0,14485.33,26.83
India,2008,24140,1083.0,14485.33,25.66
India,2009,20238,1083.0,28707.01,26.55
India,2009,20238,1083.0,28707.01,28.1
India,2009,20238,1083.0,28707.01,26.76
India,2009,20238,1083.0,28707.01,24.87
India,2009,20238,1083.0,28707.01,25.73
India,2009,20238,1083.0,28707.01,26.68
India,2009,20238,1083.0,28707.01,26.55
India,2009,20238,1083.0,28707.01,27.15
India,2009,20238,1083.0,28707.01,28.03
India,2009,20238,1083.0,28707.01,26.41
India,2009,20238,1083.0,28707.01,26.92
India,2009,20238,1083.0,28707.01,25.99
India,2009,20238,1083.0,28707.01,24.87
India,2009,20238,1083.0,28707.01,27.14
India,2009,20238,1083.0,28707.01,26.55
India,2009,20238,1083.0,28707.01,26.31
India,2009,20238,1083.0,28707.01,25.87
India,2009,20238,1083.0,28707.01,27.43
India,2009,20238,1083.0,28707.01,25.38
India,2009,20238,1083.0,28707.01,27.82
India,2009,20238,1083.0,28707.01,27.82
India,2009,20238,1083.0,28707.01,26.55
India,2010,25401,1083.0,40093.69,26.51
India,2010,25401,1083.0,40093.69,28.02
India,2010,25401,1083.0,40093.69,26.81
India,2010,25401,1083.0,40093.69,24.98
India,2010,25401,1083.0,40093.69,25.71
India,2010,25401,1083.0,40093.69,26.61
India,2010,25401,1083.0,40093.69,26.52
India,2010,25401,1083.0,40093.69,27.29
India,2010,25401,1083.0,40093.69,27.69
India,2010,25401,1083.0,40093.69,26.31
India,2010,25401,1083.0,40093.69,26.82
India,2010,25401,1083.0,40093.69,26.02
India,2010,25401,1083.0,40093.69,24.98
India,2010,25401,1083.0,40093.69,26.93
India,2010,25401,1083.0,40093.69,26.52
India,2010,25401,1083.0,40093.69,26.54
India,2010,25401,1083.0,40093.69,25.75
India,2010,25401,1083.0,40093.69,27.16
India,2010,25401,1083.0,40093.69,25.54
India,2010,25401,1083.0,40093.69,27.68
India,2010,25401,1083.0,40093.69,27.68
India,2010,25401,1083.0,40093.69,26.67
India,2011,24784,1083.0,55540.0,25.53
India,2011,24784,1083.0,55540.0,27.29
India,2011,24784,1083.0,55540.0,25.81
India,2011,24784,1083.0,55540.0,24.35
India,2011,24784,1083.0,55540.0,25.36
India,2011,24784,1083.0,55540.0,25.72
India,2011,24784,1083.0,55540.0,25.63
India,2011,24784,1083.0,55540.0,26.41
India,2011,24784,1083.0,55540.0,27.41
India,2011,24784,1083.0,55540.0,25.45
India,2011,24784,1083.0,55540.0,25.92
India,2011,24784,1083.0,55540.0,25.06
India,2011,24784,1083.0,55540.0,24.35
India,2011,24784,1083.0,55540.0,26.0
India,2011,24784,1083.0,55540.0,25.63
India,2011,24784,1083.0,55540.0,25.48
India,2011,24784,1083.0,55540.0,25.16
India,2011,24784,1083.0,55540.0,26.84
India,2011,24784,1083.0,55540.0,24.5
India,2011,24784,1083.0,55540.0,27.02
India,2011,24784,1083.0,55540.0,27.02
India,2011,24784,1083.0,55540.0,25.64
India,2012,25557,1083.0,52980.0,25.86
India,2012,25557,1083.0,52980.0,27.03
India,2012,25557,1083.0,52980.0,26.21
India,2012,25557,1083.0,52980.0,24.37
India,2012,25557,1083.0,52980.0,26.04
India,2012,25557,1083.0,52980.0,25.82
India,2012,25557,1083.0,52980.0,25.89
India,2012,25557,1083.0,52980.0,26.94
India,2012,25557,1083.0,52980.0,28.02
India,2012,25557,1083.0,52980.0,25.39
India,2012,25557,1083.0,52980.0,25.88
India,2012,25557,1083.0,52980.0,25.45
India,2012,25557,1083.0,52980.0,24.37
India,2012,25557,1083.0,52980.0,26.33
India,2012,25557,1083.0,52980.0,25.89
India,2012,25557,1083.0,52980.0,25.98
India,2012,25557,1083.0,52980.0,25.3
India,2012,25557,1083.0,52980.0,26.65
India,2012,25557,1083.0,52980.0,25.09
India,2012,25557,1083.0,52980.0,26.89
India,2012,25557,1083.0,52980.0,26.89
India,2012,25557,1083.0,52980.0,26.09
India,2013,25726,1083.0,45620.0,26.69
India,2013,25726,1083.0,45620.0,27.61
India,2013,25726,1083.0,45620.0,27.1
India,2013,25726,1083.0,45620.0,25.44
India,2013,25726,1083.0,45620.0,26.61
India,2013,25726,1083.0,45620.0,26.37
India,2013,25726,1083.0,45620.0,26.71
India,2013,25726,1083.0,45620.0,27.37
India,2013,25726,1083.0,45620.0,28.85
India,2013,25726,1083.0,45620.0,25.94
India,2013,25726,1083.0,45620.0,26.84
India,2013,25726,1083.0,45620.0,26.12
India,2013,25726,1083.0,45620.0,25.44
India,2013,25726,1083.0,45620.0,27.11
India,2013,25726,1083.0,45620.0,26.71
India,2013,25726,1083.0,45620.0,26.79
India,2013,25726,1083.0,45620.0,25.85
India,2013,25726,1083.0,45620.0,27.14
India,2013,25726,1083.0,45620.0,25.98
India,2013,25726,1083.0,45620.0,27.44
India,2013,25726,1083.0,45620.0,27.44
India,2013,25726,1083.0,45620.0,26.99
Indonesia,1990,21323,2702.0,2432.0,25.37
Indonesia,1990,21323,2702.0,2432.0,27.05
Indonesia,1990,21323,2702.0,2432.0,27.11
Indonesia,1990,21323,2702.0,2432.0,27.18
Indonesia,1990,21323,2702.0,2432.0,26.79
Indonesia,1990,21323,2702.0,2432.0,27.47
Indonesia,1991,21505,2702.0,3259.0,25.27
Indonesia,1991,21505,2702.0,3259.0,27.04
Indonesia,1991,21505,2702.0,3259.0,26.92
Indonesia,1991,21505,2702.0,3259.0,27.05
Indonesia,1991,21505,2702.0,3259.0,26.61
Indonesia,1991,21505,2702.0,3259.0,27.21
Indonesia,1992,22030,2702.0,825.0,25.17
Indonesia,1992,22030,2702.0,825.0,26.96
Indonesia,1992,22030,2702.0,825.0,27.01
Indonesia,1992,22030,2702.0,825.0,27.2
Indonesia,1992,22030,2702.0,825.0,26.72
Indonesia,1992,22030,2702.0,825.0,27.4
Indonesia,1993,21975,2702.0,1597.0,25.46
Indonesia,1993,21975,2702.0,1597.0,27.04
Indonesia,1993,21975,2702.0,1597.0,26.9
Indonesia,1993,21975,2702.0,1597.0,27.21
Indonesia,1993,21975,2702.0,1597.0,26.88
Indonesia,1993,21975,2702.0,1597.0,27.51
Indonesia,1994,22091,2702.0,1597.0,25.21
Indonesia,1994,22091,2702.0,1597.0,27.12
Indonesia,1994,22091,2702.0,1597.0,26.97
Indonesia,1994,22091,2702.0,1597.0,27.34
Indonesia,1994,22091,2702.0,1597.0,26.56
Indonesia,1994,22091,2702.0,1597.0,27.18
Indonesia,1995,22580,2702.0,1597.0,25.46
Indonesia,1995,22580,2702.0,1597.0,27.15
Indonesia,1995,22580,2702.0,1597.0,27.08
Indonesia,1995,22580,2702.0,1597.0,27.28
Indonesia,1995,22580,2702.0,1597.0,26.74
Indonesia,1995,22580,2702.0,1597.0,27.32
Indonesia,1996,24862,2702.0,1597.0,25.41
Indonesia,1996,24862,2702.0,1597.0,27.07
Indonesia,1996,24862,2702.0,1597.0,27.0
Indonesia,1996,24862,2702.0,1597.0,27.2
Indonesia,1996,24862,2702.0,1597.0,26.83
Indonesia,1996,24862,2702.0,1597.0,27.53
Indonesia,1997,26141,2702.0,1597.0,25.52
Indonesia,1997,26141,2702.0,1597.0,27.37
Indonesia,1997,26141,2702.0,1597.0,27.26
Indonesia,1997,26141,2702.0,1597.0,27.62
Indonesia,1997,26141,2702.0,1597.0,26.83
Indonesia,1997,26141,2702.0,1597.0,27.46
Indonesia,1998,26526,2702.0,1597.0,25.81
Indonesia,1998,26526,2702.0,1597.0,27.58
Indonesia,1998,26526,2702.0,1597.0,27.72
Indonesia,1998,26526,2702.0,1597.0,27.77
Indonesia,1998,26526,2702.0,1597.0,27.28
Indonesia,1998,26526,2702.0,1597.0,27.9
Indonesia,1999,26629,2702.0,1597.0,25.26
Indonesia,1999,26629,2702.0,1597.0,27.01
Indonesia,1999,26629,2702.0,1597.0,26.82
Indonesia,1999,26629,2702.0,1597.0,27.17
Indonesia,1999,26629,2702.0,1597.0,26.62
Indonesia,1999,26629,2702.0,1597.0,27.32
Indonesia,2000,27649,2702.0,1597.0,25.46
Indonesia,2000,27649,2702.0,1597.0,27.2
Indonesia,2000,27649,2702.0,1597.0,27.1
Indonesia,2000,27649,2702.0,1597.0,27.23
Indonesia,2000,27649,2702.0,1597.0,26.77
Indonesia,2000,27649,2702.0,1597.0,27.44
Indonesia,2001,28446,2702.0,1597.0,25.43
Indonesia,2001,28446,2702.0,1597.0,27.13
Indonesia,2001,28446,2702.0,1597.0,27.26
Indonesia,2001,28446,2702.0,1597.0,27.32
Indonesia,2001,28446,2702.0,1597.0,26.81
Indonesia,2001,28446,2702.0,1597.0,27.52
Indonesia,2002,30655,2702.0,1597.0,25.64
Indonesia,2002,30655,2702.0,1597.0,27.4
Indonesia,2002,30655,2702.0,1597.0,27.5
Indonesia,2002,30655,2702.0,1597.0,27.49
Indonesia,2002,30655,2702.0,1597.0,27.01
Indonesia,2002,30655,2702.0,1597.0,27.71
Indonesia,2004,33439,2702.0,1597.0,25.67
Indonesia,2004,33439,2702.0,1597.0,27.42
Indonesia,2004,33439,2702.0,1597.0,27.32
Indonesia,2004,33439,2702.0,1597.0,27.57
Indonesia,2004,33439,2702.0,1597.0,26.97
Indonesia,2004,33439,2702.0,1597.0,27.69
Indonesia,2005,34539,2702.0,1597.0,25.59
Indonesia,2005,34539,2702.0,1597.0,27.22
Indonesia,2005,34539,2702.0,1597.0,27.48
Indonesia,2005,34539,2702.0,1597.0,27.44
Indonesia,2005,34539,2702.0,1597.0,27.11
Indonesia,2005,34539,2702.0,1597.0,27.77
Indonesia,2006,34699,2702.0,1597.0,25.66
Indonesia,2006,34699,2702.0,1597.0,27.39
Indonesia,2006,34699,2702.0,1597.0,27.21
Indonesia,2006,34699,2702.0,1597.0,27.55
Indonesia,2006,34699,2702.0,1597.0,26.98
Indonesia,2006,34699,2702.0,1597.0,27.55
Indonesia,2007,36601,2702.0,1597.0,25.5
Indonesia,2007,36601,2702.0,1597.0,27.21
Indonesia,2007,36601,2702.0,1597.0,27.14
Indonesia,2007,36601,2702.0,1597.0,27.29
Indonesia,2007,36601,2702.0,1597.0,26.88
Indonesia,2007,36601,2702.0,1597.0,27.49
Indonesia,2008,40776,2702.0,1597.0,25.32
Indonesia,2008,40776,2702.0,1597.0,26.97
Indonesia,2008,40776,2702.0,1597.0,27.03
Indonesia,2008,40776,2702.0,1597.0,27.18
Indonesia,2008,40776,2702.0,1597.0,26.65
Indonesia,2008,40776,2702.0,1597.0,27.34
Indonesia,2009,42372,2702.0,1597.0,25.54
Indonesia,2009,42372,2702.0,1597.0,27.31
Indonesia,2009,42372,2702.0,1597.0,27.3
Indonesia,2009,42372,2702.0,1597.0,27.63
Indonesia,2009,42372,2702.0,1597.0,26.98
Indonesia,2009,42372,2702.0,1597.0,27.69
Indonesia,2010,44359,2702.0,1597.0,25.57
Indonesia,2010,44359,2702.0,1597.0,27.25
Indonesia,2010,44359,2702.0,1597.0,27.69
Indonesia,2010,44359,2702.0,1597.0,27.46
Indonesia,2010,44359,2702.0,1597.0,26.94
Indonesia,2010,44359,2702.0,1597.0,27.55
Indonesia,2011,45652,2702.0,1597.0,25.38
Indonesia,2011,45652,2702.0,1597.0,27.24
Indonesia,2011,45652,2702.0,1597.0,27.19
Indonesia,2011,45652,2702.0,1597.0,27.39
Indonesia,2011,45652,2702.0,1597.0,26.63
Indonesia,2011,45652,2702.0,1597.0,27.19
Indonesia,2012,48987,2702.0,1597.0,25.59
Indonesia,2012,48987,2702.0,1597.0,27.36
Indonesia,2012,48987,2702.0,1597.0,27.37
Indonesia,2012,48987,2702.0,1597.0,27.49
Indonesia,2012,48987,2702.0,1597.0,26.87
Indonesia,2012,48987,2702.0,1597.0,27.48
Indonesia,2013,48441,2702.0,1597.0,25.48
Indonesia,2013,48441,2702.0,1597.0,27.37
Indonesia,2013,48441,2702.0,1597.0,27.88
Indonesia,2013,48441,2702.0,1597.0,27.34
Indonesia,2013,48441,2702.0,1597.0,26.72
Indonesia,2013,48441,2702.0,1597.0,27.3
Iraq,1990,24814,216.0,692.0,23.41
Iraq,1990,24814,216.0,692.0,19.76
Iraq,1991,21857,216.0,692.0,23.21
Iraq,1991,21857,216.0,692.0,19.68
Iraq,1992,20046,216.0,692.0,21.52
Iraq,1992,20046,216.0,692.0,17.76
Iraq,1993,19310,216.0,692.0,22.86
Iraq,1993,19310,216.0,692.0,18.75
Iraq,1994,21333,216.0,692.0,23.47
Iraq,1994,21333,216.0,692.0,20.02
Iraq,1995,14286,216.0,816.0,23.32
Iraq,1995,14286,216.0,816.0,19.86
Iraq,1996,20833,216.0,616.0,23.96
Iraq,1996,20833,216.0,616.0,20.13
Iraq,1997,19836,216.0,848.0,22.74
Iraq,1997,19836,216.0,848.0,19.23
Iraq,1998,21803,216.0,755.0,24.33
Iraq,1998,21803,216.0,755.0,20.65
Iraq,1999,19167,216.0,508.0,24.42
Iraq,1999,19167,216.0,508.0,20.85
Iraq,2000,7560,216.0,548.0,23.9
Iraq,2000,7560,216.0,548.0,20.28
Iraq,2001,23613,216.0,837.47,24.45
Iraq,2001,23613,216.0,837.47,20.8
Iraq,2002,24433,216.0,878.68,23.76
Iraq,2002,24433,216.0,878.68,20.1
Iraq,2004,22486,216.0,828.62,23.72
Iraq,2004,22486,216.0,828.62,20.0
Iraq,2005,23079,216.0,873.01,23.58
Iraq,2005,23079,216.0,873.01,19.96
Iraq,2006,24255,216.0,824.14,23.82
Iraq,2006,24255,216.0,824.14,20.12
Iraq,2007,24774,216.0,1062.61,23.92
Iraq,2007,24774,216.0,1062.61,20.12
Iraq,2008,23492,216.0,1245.94,24.09
Iraq,2008,23492,216.0,1245.94,20.46
Iraq,2009,20878,216.0,1429.27,23.87
Iraq,2009,20878,216.0,1429.27,20.26
Iraq,2010,23586,216.0,1612.61,25.49
Iraq,2010,23586,216.0,1612.61,21.97
Iraq,2011,26077,216.0,1795.94,23.44
Iraq,2011,26077,216.0,1795.94,19.78
Iraq,2012,33444,216.0,1979.27,24.34
Iraq,2012,33444,216.0,1979.27,20.7
Iraq,2013,42214,216.0,2162.6,25.14
Iraq,2013,42214,216.0,2162.6,21.77
Italy,1990,76375,832.0,100596.4,7.97
Italy,1990,76375,832.0,100596.4,12.83
Italy,1991,72624,832.0,88916.6,7.28
Italy,1991,72624,832.0,88916.6,12.05
Italy,1992,86597,832.0,88227.6,7.76
Italy,1992,86597,832.0,88227.6,12.89
Italy,1993,86612,832.0,89282.2,7.43
Italy,1993,86612,832.0,89282.2,12.71
Italy,1994,82235,832.0,81217.6,8.39
Italy,1994,82235,832.0,81217.6,13.53
Italy,1995,89695,832.0,84153.0,7.43
Italy,1995,89695,832.0,84153.0,12.47
Italy,1996,93328,832.0,74617.2,7.06
Italy,1996,93328,832.0,74617.2,12.28
Italy,1997,96270,832.0,84799.0,8.18
Italy,1997,96270,832.0,84799.0,13.13
Italy,1998,93217,832.0,84117.0,7.77
Italy,1998,93217,832.0,84117.0,12.96
Italy,1999,97444,832.0,81583.0,7.64
Italy,1999,97444,832.0,81583.0,12.95
Italy,2000,95277,832.0,79447.0,8.13
Italy,2000,95277,832.0,79447.0,13.42
Italy,2001,95135,832.0,75978.0,7.83
Italy,2001,95135,832.0,75978.0,13.23
Italy,2002,94918,832.0,94211.0,8.15
Italy,2002,94918,832.0,94211.0,13.14
Italy,2004,94975,832.0,83810.0,7.74
Italy,2004,94975,832.0,83810.0,12.75
Italy,2005,93678,832.0,84647.0,7.33
Italy,2005,93678,832.0,84647.0,12.16
Italy,2006,87285,832.0,74349.0,8.15
Italy,2006,87285,832.0,74349.0,12.87
Italy,2007,93120,832.0,80454.0,8.4
Italy,2007,93120,832.0,80454.0,13.32
Italy,2008,95726,832.0,79643.0,7.91
Italy,2008,95726,832.0,79643.0,13.01
Italy,2009,86048,832.0,74172.0,8.11
Italy,2009,86048,832.0,74172.0,13.28
Italy,2010,91672,832.0,71613.0,7.05
Italy,2010,91672,832.0,71613.0,12.63
Italy,2011,98033,832.0,70690.0,8.68
Italy,2011,98033,832.0,70690.0,13.46
Italy,2012,80325,832.0,61889.0,8.05
Italy,2012,80325,832.0,61889.0,13.45
Italy,2013,86989,832.0,55633.0,8.04
Italy,2013,86989,832.0,55633.0,13.6
Jamaica,1990,10588,2051.0,1415.65,27.28
Jamaica,1991,11667,2051.0,1415.65,27.24
Jamaica,1992,14225,2051.0,1415.65,27.25
Jamaica,1993,15115,2051.0,1415.65,27.02
Jamaica,1994,13594,2051.0,1415.65,27.48
Jamaica,1995,13375,2051.0,1445.12,27.4
Jamaica,1996,13741,2051.0,1573.58,26.98
Jamaica,1997,11568,2051.0,909.71,27.8
Jamaica,1998,11436,2051.0,909.71,27.8
Jamaica,1999,12231,2051.0,909.71,27.12
Jamaica,2000,11487,2051.0,909.71,26.96
Jamaica,2001,12068,2051.0,909.71,27.27
Jamaica,2002,11818,2051.0,909.71,27.51
Jamaica,2004,11842,2051.0,909.71,27.47
Jamaica,2005,12547,2051.0,909.71,27.34
Jamaica,2006,12284,2051.0,909.71,27.58
Jamaica,2007,11950,2051.0,909.71,27.61
Jamaica,2008,12538,2051.0,909.71,27.17
Jamaica,2009,12615,2051.0,909.71,27.42
Jamaica,2010,11710,2051.0,909.71,27.09
Jamaica,2011,12747,2051.0,909.71,27.17
Jamaica,2012,11891,2051.0,909.71,27.51
Jamaica,2013,11883,2051.0,909.71,27.41
Japan,1990,25457,1668.0,79821.18,16.4
Japan,1990,25457,1668.0,79821.18,14.14
Japan,1990,25457,1668.0,79821.18,16.46
Japan,1990,25457,1668.0,79821.18,16.12
Japan,1990,25457,1668.0,79821.18,16.17
Japan,1990,25457,1668.0,79821.18,14.14
Japan,1991,24896,1668.0,79821.18,15.6
Japan,1991,24896,1668.0,79821.18,13.32
Japan,1991,24896,1668.0,79821.18,15.43
Japan,1991,24896,1668.0,79821.18,15.38
Japan,1991,24896,1668.0,79821.18,15.49
Japan,1991,24896,1668.0,79821.18,13.32
Japan,1992,25180,1668.0,79821.18,15.63
Japan,1992,25180,1668.0,79821.18,12.94
Japan,1992,25180,1668.0,79821.18,15.68
Japan,1992,25180,1668.0,79821.18,15.21
Japan,1992,25180,1668.0,79821.18,15.26
Japan,1992,25180,1668.0,79821.18,12.94
Japan,1993,25000,1668.0,79821.18,14.93
Japan,1993,25000,1668.0,79821.18,12.49
Japan,1993,25000,1668.0,79821.18,14.99
Japan,1993,25000,1668.0,79821.18,14.68
Japan,1993,25000,1668.0,79821.18,14.72
Japan,1993,25000,1668.0,79821.18,12.49
Japan,1994,24852,1668.0,79821.18,16.33
Japan,1994,24852,1668.0,79821.18,13.78
